facilities,address,lat,lon,fac_type
國立師大附中附設國中,[106]臺北市大安區和安里信義路3段143號,25.034426,121.541037,學校
私立延平中學附設國中,[106]臺北市大安區和安里建國南路1段275號,25.036337,121.539363,學校
私立復興實驗高中附設國中,[106]臺北市大安區仁愛里敦化南路一段262號,25.039571,121.547521,學校
市立和平高中附設國中,[106]臺北市大安區芳和里臥龍街100號,25.01924,121.548769,學校
市立芳和實驗高中附設國中,[106]臺北市大安區芳和里臥龍街170號,25.018376,121.549765,學校
市立大同高中附設國中,[104]臺北市中山區中央里長春路167號,25.055838,121.534788,學校
市立大直高中附設國中,[104]臺北市中山區劍潭里北安路420號,25.078999,121.543362,學校
私立開南高中附設國中,[100]臺北市中正區東門里濟南路1段6號,25.042385,121.521693,學校
私立靜修高中附設國中,[103]臺北市大同區雙連里寧夏路59號,25.057723,121.515651,學校
市立成淵高中附設國中,[103]臺北市大同區民權里承德路二段235號,25.061342,121.519027,學校
市立大理高中附設國中,[108]臺北市萬華區綠堤里長順街2號,25.030606,121.491485,學校
國立政大附中附設國中,[116]臺北市文山區政大里政大一街353號,24.987394,121.585417,學校
私立東山高中附設國中,[116]臺北市文山區老泉里老泉街26巷3號,24.973054,121.561913,學校
私立再興中學附設國中,[116]臺北市文山區明義里興隆路4段2號,24.990362,121.557116,學校
私立景文高中附設國中,[116]臺北市文山區木新里保儀路127號,24.985458,121.567782,學校
私立靜心高中附設國中,[116]臺北市文山區興福里興隆路二段46號,24.998796,121.546685,學校
市立萬芳高中附設國中,[116]臺北市文山區興光里興隆路三段115巷1號,25.000667,121.559369,學校
市立南港高中附設國中,[115]臺北市南港區西新里向陽路21號,25.052945,121.594687,學校
國立臺灣戲曲學院附設國中,[114]臺北市內湖區湖濱里內湖路二段177號,25.08281,121.585808,學校
私立達人高中附設國中,[114]臺北市內湖區湖濱里內湖路二段314號,25.080739,121.58745,學校
私立泰北高中附設國中,[111]臺北市士林區福林路240號,25.096982,121.53407,學校
私立衛理女中附設國中,[111]臺北市士林區臨溪里至善路二段321號,25.102148,121.551482,學校
私立華興中學附設國中,[111]臺北市士林區芝山里仰德大道1段101號,25.105955,121.538346,學校
市立陽明高中附設國中,[111]臺北市士林區後港里中正路510號,25.091912,121.516845,學校
市立百齡高中附設國中,[111]臺北市士林區義信里承德路4段177號,25.087037,121.523337,學校
私立薇閣高中附設國中,[112]臺北市北投區中心里珠海路50號,25.139402,121.504336,學校
臺北市幼華高中附設國中,[112]臺北市北投區大同里北投路二段55號,25.133781,121.496337,學校
私立奎山實驗高級中學附設國中,[112]臺北市北投區榮華里明德路200號,25.11291,121.52205,學校
私立育才國小,[234]新北市永和區福和路125巷20號,25.007107,121.521769,學校
私立聖心國小,[249]新北市八里區龍米路一段261號,25.134202,121.450342,學校
私立及人國小,[234]新北市永和區文化路172號,25.015802,121.51209,學校
私立竹林國小,[234]新北市永和區竹林路34號,25.014443,121.516976,學校
私立信賢種籽親子實小,[233]新北市烏來區信賢里娃娃谷41號,24.838734,121.528619,學校
市立北大國小,[237]新北市三峽區國光街100號,24.939198,121.372987,學校
市立新林國小,[244]新北市林口區三民路101號,25.069846,121.35966,學校
市立淡海國小,[251]新北市淡水區新市二路二段81號,25.19503,121.429478,學校
市立東湖國小,[244]新北市林口區佳林路200號,25.075934,121.38172,學校
市立板橋國小,[220]新北市板橋區黃石里文化路一段23號,25.012001,121.457526,學校
市立國光國小,[220]新北市板橋區中正路325巷30號,25.018957,121.452678,學校
市立新埔國小,[220]新北市板橋區新翠里陽明街206號,25.02608,121.462716,學校
市立埔墘國小,[220]新北市板橋區永豐街42之8號,25.018596,121.474446,學校
市立莒光國小,[220]新北市板橋區華翠里莒光路163號,25.025028,121.474098,學校
市立後埔國小,[220]新北市板橋區重慶路157號,25.003471,121.463612,學校
市立海山國小,[220]新北市板橋區漢生東路280號,25.009092,121.470102,學校
市立江翠國小,[220]新北市板橋區松翠里文化路二段413號,25.032367,121.473533,學校
市立文聖國小,[220]新北市板橋區文聖街86號,25.029294,121.477394,學校
市立沙崙國小,[220]新北市板橋區篤行路二段132號,24.99,121.430171,學校
市立文德國小,[220]新北市板橋區新翠里英士路179號,25.022927,121.459372,學校
市立樹林國小,[238]新北市樹林區樹西里育英街176號,24.990027,121.417803,學校
市立文林國小,[238]新北市樹林區潭底里千歲街59號,24.99766,121.425855,學校
市立大同國小,[238]新北市樹林區大同里大同街43號,24.981715,121.417565,學校
市立武林國小,[238]新北市樹林區保安街二段151號,25.002203,121.414783,學校
市立山佳國小,[238]新北市樹林區中山路三段5號,24.97532,121.401944,學校
市立育德國小,[238]新北市樹林區中山里佳園路一段34號,24.970951,121.392194,學校
市立柑園國小,[238]新北市樹林區柑園街一段353號,24.95571,121.38991,學校
市立鶯歌國小,[239]新北市鶯歌區同慶里尖山埔路106號,24.951453,121.34602,學校
市立二橋國小,[239]新北市鶯歌區二橋里中正三路106號,24.940717,121.33725,學校
市立中湖國小,[239]新北市鶯歌區中湖里中湖街25號,24.97299,121.347896,學校
市立鳳鳴國小,[239]新北市鶯歌區鳳鳴里永和街120號,24.968713,121.335302,學校
市立三峽國小,[237]新北市三峽區中山路16號,24.934962,121.368714,學校
市立大埔國小,[237]新北市三峽區大埔路130號,24.905329,121.366376,學校
市立民義國小,[237]新北市三峽區嘉添里白雞路40號,24.911404,121.375025,學校
市立成福國小,[237]新北市三峽區溪東里溪東路213號,24.933255,121.405536,學校
市立大成國小,[237]新北市三峽區成福路251巷2號,24.924215,121.427503,學校
市立建安國小,[237]新北市三峽區安坑里建安路67號,24.925948,121.447104,學校
市立插角國小,[237]新北市三峽區插角里插角路39號,24.872445,121.405484,學校
市立有木國小,[237]新北市三峽區有木里131號,24.853524,121.437632,學校
市立五寮國小,[237]新北市三峽區五寮里69號,24.85914,121.360206,學校
市立中和國小,[235]新北市中和區中和路100號,24.999853,121.501177,學校
市立復興國小,[235]新北市中和區復興路301巷6號,24.98949,121.502723,學校
市立興南國小,[235]新北市中和區興南路一段135巷24號,24.986904,121.509519,學校
市立秀山國小,[235]新北市中和區立人街2號,24.994713,121.520743,學校
市立積穗國小,[235]新北市中和區員山路154號,24.999225,121.481593,學校
市立自強國小,[235]新北市中和區莒光路200號,24.998402,121.47123,學校
市立錦和國小,[235]新北市中和區圓通路292號,24.989495,121.489457,學校
市立景新國小,[235]新北市中和區景新街467巷37號,24.989689,121.515639,學校
市立永和國小,[234]新北市永和區秀朗路一段120號,25.002337,121.516361,學校
市立秀朗國小,[234]新北市永和區得和路202號,24.999555,121.521294,學校
市立頂溪國小,[234]新北市永和區文化路133號,25.015481,121.511398,學校
市立網溪國小,[234]新北市永和區竹林路79號,25.013168,121.519752,學校
市立永平國小,[234]新北市永和區保生路25號,25.007509,121.505662,學校
市立土城國小,[236]新北市土城區興城路17號,24.971108,121.442078,學校
市立清水國小,[236]新北市土城區金城路二段356號,24.984651,121.461194,學校
市立頂埔國小,[236]新北市土城區頂福里中央路四段205號,24.955801,121.414355,學校
市立廣福國小,[236]新北市土城區學府路一段127號,24.986623,121.454959,學校
市立汐止國小,[221]新北市汐止區大同路二段313號,25.066915,121.654506,學校
市立長安國小,[221]新北市汐止區長興街一段80號,25.079235,121.671678,學校
市立保長國小,[221]新北市汐止區大同路三段553號,25.071811,121.680105,學校
市立崇德國小,[221]新北市汐止區茄苳里茄苳路158號,25.069446,121.66936,學校
市立北港國小,[221]新北市汐止區汐萬路二段279號,25.089202,121.644803,學校
市立北峰國小,[221]新北市汐止區中興里環河街1號,25.063817,121.632837,學校
市立東山國小,[221]新北市汐止區東山里汐平路二段76號,25.059929,121.699941,學校
市立白雲國小,[221]新北市汐止區福山里民權街二段90號,25.047359,121.61851,學校
市立萬里國小,[207]新北市萬里區瑪鋉路18號,25.176515,121.688855,學校
市立野柳國小,[207]新北市萬里區野柳里港東路167號,25.205683,121.689683,學校
市立大鵬國小,[207]新北市萬里區大鵬里加投路14號,25.208689,121.651093,學校
市立大坪國小,[207]新北市萬里區雙興里大坪路1號,25.16756,121.63851,學校
市立崁腳國小,[207]新北市萬里區崁脚里崁脚路59號,25.160552,121.649611,學校
市立金山國小,[208]新北市金山區中山路234號,25.223551,121.636523,學校
市立中角國小,[208]新北市金山區萬壽里海興路49號,25.239721,121.630102,學校
市立三和國小,[208]新北市金山區重和里11鄰六股林口38號,25.21928,121.602456,學校
市立新店國小,[231]新北市新店區新店路2號,24.953435,121.538757,學校
市立直潭國小,[231]新北市新店區直潭路92號,24.9379,121.531294,學校
市立青潭國小,[231]新北市新店區北宜路二段80號,24.953075,121.552796,學校
市立雙峰國小,[231]新北市新店區北宜路三段66號,24.95118,121.57549,學校
市立大豐國小,[231]新北市新店區民族路108號,24.977564,121.538188,學校
市立中正國小,[231]新北市新店區三民路36號,24.971763,121.536889,學校
市立安坑國小,[231]新北市新店區安忠路36號,24.961264,121.514129,學校
市立雙城國小,[231]新北市新店區安康路三段322號,24.952161,121.486677,學校
市立屈尺國小,[231]新北市新店區屈尺路55號,24.922062,121.546797,學校
市立龜山國小,[231]新北市新店區新烏路三段99巷10號,24.902032,121.553825,學校
市立深坑國小,[222]新北市深坑區深坑里文化街45號,25.001554,121.616964,學校
市立石碇國小,[223]新北市石碇區石碇里石碇西街15號,24.990231,121.65899,學校
市立和平國小,[223]新北市石碇區靜安路一段5號,25.01166,121.641728,學校
市立永定國小,[223]新北市石碇區永定里靜安路一段245號,25.008171,121.688036,學校
市立雲海國小,[223]新北市石碇區北宜路五段坑內巷1號,24.953138,121.637236,學校
市立坪林國小,[232]新北市坪林區坪林里坪林街114號,24.936252,121.710852,學校
市立德拉楠民族實驗小學,[233]新北市烏來區福山里李茂岸56號,24.777032,121.502041,學校
市立瑞芳國小,[224]新北市瑞芳區龍川里中山路2號,25.107539,121.80418,學校
市立義方國小,[224]新北市瑞芳區龍山里逢甲路360號,25.113215,121.801618,學校
市立瑞柑國小,[224]新北市瑞芳區明燈路一段18巷13號,25.109548,121.822978,學校
市立瑞濱國小,[224]新北市瑞芳區瑞濱路34號,25.120452,121.819951,學校
市立九份國小,[224]新北市瑞芳區永慶里崙頂路145號,25.107112,121.843226,學校
市立瓜山國小,[224]新北市瑞芳區石山里五號路306號,25.111082,121.856736,學校
市立濂洞國小,[224]新北市瑞芳區濓洞里洞頂路101巷80號,25.122253,121.860143,學校
市立猴硐-蒙特梭利實小,[224]新北市瑞芳區弓橋里九芎橋路69-1號,25.095697,121.833523,學校
市立瑞亭國小,[224]新北市瑞芳區四腳亭埔路23號,25.102536,121.777146,學校
市立吉慶國小,[224]新北市瑞芳區吉安里大埔路95號,25.099765,121.76341,學校
市立鼻頭國小,[224]新北市瑞芳區鼻頭里鼻頭路99號,25.121242,121.919604,學校
市立雙溪國小,[227]新北市雙溪區共和里東榮街54號,25.033738,121.867033,學校
市立柑林國小,[227]新北市雙溪區長源里柑腳3號,25.015189,121.804501,學校
市立上林國小,[227]新北市雙溪區上林里內平林60號,25.029167,121.832203,學校
市立牡丹國小,[227]新北市雙溪區三貂里政光路3號,25.062296,121.851867,學校
市立貢寮國小,[228]新北市貢寮區雙玉里學苑街7號,25.022031,121.915017,學校
市立福隆國小,[228]新北市貢寮區福隆里東興街35號,25.017588,121.948871,學校
市立澳底國小,[228]新北市貢寮區真理里延平街10號,25.054822,121.924655,學校
市立和美國小,[228]新北市貢寮區和美里龍洞街1之9號,25.112573,121.919554,學校
市立福連國小,[228]新北市貢寮區福連里福連街1號,25.016839,121.988551,學校
市立平溪國小,[226]新北市平溪區平溪街56號,25.027595,121.737295,學校
市立菁桐國小,[226]新北市平溪區菁桐街45號,25.023579,121.727184,學校
市立十分國小,[226]新北市平溪區十分里十分街157號,25.043429,121.777674,學校
市立淡水國小,[251]新北市淡水區協元里中山路160號,25.173951,121.441584,學校
市立育英國小,[251]新北市淡水區埤島里14號,25.197499,121.444829,學校
市立文化國小,[251]新北市淡水區文化里真理街6號,25.174396,121.437613,學校
市立天生國小,[251]新北市淡水區淡海路72巷26號,25.181404,121.424939,學校
市立水源國小,[251]新北市淡水區水源里北新路二段15號,25.186219,121.476466,學校
市立興仁國小,[251]新北市淡水區興仁路101巷10號,25.217551,121.451086,學校
市立忠山實驗小學,[251]新北市淡水區忠山里行忠路899號,25.200461,121.479936,學校
市立屯山國小,[251]新北市淡水區淡金路五段111號,25.237244,121.45596,學校
市立中泰國小,[251]新北市淡水區中和里北勢子5號,25.224156,121.484764,學校
市立坪頂國小,[251]新北市淡水區坪頂路757號,25.158237,121.48418,學校
市立竹圍國小,[251]新北市淡水區中正東路二段145號,25.147706,121.460697,學校
市立石門國小,[253]新北市石門區尖鹿里中央路9號,25.291994,121.567217,學校
市立乾華國小,[253]新北市石門區茂林里茂林社區74號,25.26926,121.592344,學校
市立老梅實驗小學,[253]新北市石門區老梅里老梅路10號,25.289096,121.544814,學校
市立三芝國小,[252]新北市三芝區埔頭里育英街22號,25.257784,121.50167,學校
市立橫山國小,[252]新北市三芝區橫山里86號,25.258753,121.530138,學校
市立興華國小,[252]新北市三芝區興華里田心子5號,25.203706,121.50142,學校
市立新莊國小,[242]新北市新莊區立人里中正路86號,25.037088,121.456388,學校
市立中港國小,[242]新北市新莊區立志里中港一街142號,25.045193,121.447118,學校
市立思賢國小,[242]新北市新莊區自立街229號,25.045822,121.456329,學校
市立頭前國小,[242]新北市新莊區頭前里化成路231號,25.053091,121.46587,學校
市立國泰國小,[242]新北市新莊區中正路386號,25.034213,121.441782,學校
市立豐年國小,[242]新北市新莊區國泰里瓊泰路116號,25.031345,121.443503,學校
市立丹鳳國小,[242]新北市新莊區新北大道七段437號,25.024099,121.414195,學校
市立光華國小,[242]新北市新莊區龍安路452號,25.017931,121.425196,學校
市立民安國小,[242]新北市新莊區民全里民安路261號,25.021927,121.427905,學校
市立昌隆國小,[242]新北市新莊區昌隆街63號,25.051362,121.455264,學校
市立泰山國小,[243]新北市泰山區泰林路二段255號,25.061925,121.431598,學校
市立明志國小,[243]新北市泰山區新生路2號,25.044657,121.426958,學校
市立成州國小,[248]新北市五股區成泰路三段493號,25.099743,121.450504,學校
市立更寮國小,[248]新北市五股區四維路2號,25.069721,121.468085,學校
市立五股國小,[248]新北市五股區五股里成泰路二段49號,25.082655,121.437318,學校
市立蘆洲國小,[247]新北市蘆洲區中正路100號,25.084265,121.470501,學校
市立鷺江國小,[247]新北市蘆洲區民族路7號,25.084346,121.476145,學校
市立八里國小,[249]新北市八里區舊城里中山路二段338號,25.149476,121.403355,學校
市立長坑國小,[249]新北市八里區中華路三段236號,25.125654,121.390383,學校
市立米倉國小,[249]新北市八里區米倉里龍米路2段129巷1號,25.146472,121.445207,學校
市立林口國小,[244]新北市林口區菁湖里林口路76號,25.08049,121.389846,學校
市立南勢國小,[244]新北市林口區南勢五街2號,25.075229,121.35828,學校
市立嘉寶國小,[244]新北市林口區嘉寶里22號,25.108294,121.339362,學校
市立瑞平國小,[244]新北市林口區太平里後坑路34之1號,25.12849,121.349514,學校
市立興福國小,[244]新北市林口區下福里20鄰10-1號,25.112245,121.313152,學校
市立三重國小,[241]新北市三重區三和路三段1號,25.070174,121.498078,學校
市立永福國小,[241]新北市三重區永福里永福街66號,25.077417,121.479998,學校
市立光榮國小,[241]新北市三重區介壽路32號,25.071114,121.501256,學校
市立厚德國小,[241]新北市三重區忠孝路一段70號,25.071692,121.488696,學校
市立碧華國小,[241]新北市三重區五華街160號,25.085478,121.489564,學校
市立三光國小,[241]新北市三重區同安里大同南路157號,25.055921,121.495205,學校
市立光興國小,[241]新北市三重區正義南路62號,25.059039,121.499544,學校
市立正義國小,[241]新北市三重區信義西街31號,25.064769,121.495768,學校
市立修德國小,[241]新北市三重區重陽路三段3號,25.065687,121.48977,學校
市立二重國小,[241]新北市三重區二重里大有街10號,25.065689,121.477974,學校
市立興穀國小,[241]新北市三重區神農街101號,25.050175,121.475361,學校
市立興化國小,[248]新北市新莊區福興里五工二路50巷2號,25.065986,121.462089,學校
市立中山國小,[220]新北市板橋區大觀路二段59巷31號,25.001914,121.447692,學校
市立三多國小,[238]新北市樹林區三福街52號,25.016524,121.406139,學校
市立實踐國小,[220]新北市板橋區實踐路93巷51號,25.005329,121.466579,學校
市立大觀國小,[220]新北市板橋區大觀路一段30號,25.008748,121.449069,學校
市立溪洲國小,[220]新北市板橋區金門街289號,24.987149,121.431055,學校
市立信義國小,[220]新北市板橋區四川路二段245巷60號,24.991819,121.452321,學校
市立重慶國小,[220]新北市板橋區廣和街31號,24.994594,121.462611,學校
市立樂利國小,[236]新北市土城區裕生路65號,24.98539,121.447938,學校
市立安和國小,[236]新北市土城區延和路23號,24.988872,121.464581,學校
市立彭福國小,[238]新北市樹林區忠孝街30號,24.981291,121.423297,學校
市立育林國小,[238]新北市樹林區復興路395號,24.985205,121.415697,學校
市立建國國小,[239]新北市鶯歌區育英街2號,24.954898,121.346489,學校
市立安溪國小,[237]新北市三峽區中華路42號,24.931211,121.372172,學校
市立樟樹國小,[221]新北市汐止區樟樹一路141巷2號,25.067208,121.641757,學校
市立金美國小,[208]新北市金山區忠孝一路111號,25.221123,121.635607,學校
市立新和國小,[231]新北市新店區安和路三段100號,24.984785,121.518321,學校
市立鄧公國小,[251]新北市淡水區學府里學府路99號,25.171301,121.449122,學校
市立新興國小,[251]新北市淡水區新興街123號,25.180237,121.439597,學校
市立重陽國小,[241]新北市三重區中正北路113號,25.066866,121.484038,學校
市立五華國小,[241]新北市三重區集賢路89號,25.086824,121.493121,學校
市立成功國小,[247]新北市蘆洲區長安街311號,25.085625,121.457077,學校
市立仁愛國小,[247]新北市蘆洲區民族路488號,25.091334,121.470449,學校
市立榮富國小,[242]新北市新莊區中和街193號,25.051637,121.447338,學校
市立裕民國小,[242]新北市新莊區裕民街123號,25.021467,121.418358,學校
市立新泰國小,[242]新北市新莊區公園一路91號,25.038128,121.443732,學校
市立中信國小,[242]新北市新莊區中信街168號,25.056157,121.448407,學校
市立德音國小,[248]新北市五股區明德路2號,25.071549,121.434791,學校
市立麗園國小,[244]新北市林口區忠孝路591號,25.068594,121.376161,學校
市立北新國小,[231]新北市新店區寶橋路8號,24.973677,121.543875,學校
市立同榮國小,[243]新北市泰山區公園路33號,25.053954,121.427839,學校
市立光復國小,[235]新北市中和區光環路二段1號,25.015267,121.483651,學校
市立秀峰國小,[221]新北市汐止區仁愛路90號,25.06262,121.661673,學校
市立金龍國小,[221]新北市汐止區明峰街201號,25.068717,121.627223,學校
市立介壽國小,[237]新北市三峽區大同路1號,24.92938,121.378994,學校
市立昌平國小,[242]新北市新莊區昌平街200號,25.056413,121.45545,學校
市立麗林國小,[244]新北市林口區公園路46號,25.068558,121.368325,學校
市立集美國小,[241]新北市三重區集美街10號,25.056329,121.488561,學校
市立永吉國小,[239]新北市鶯歌區德昌二街2號,24.958839,121.332963,學校
市立大崁國小,[249]新北市八里區忠八街2號,25.160288,121.41992,學校
市立中園國小,[237]新北市三峽區弘園街22號,24.928005,121.366463,學校
市立昌福國小,[239]新北市鶯歌區永明街22號,24.955608,121.339201,學校
市立忠義國小,[247]新北市蘆洲區光榮路99號,25.089564,121.463741,學校
市立義學國小,[243]新北市泰山區民生路30號,25.052566,121.4312,學校
市立龍埔國小,[237]新北市三峽區大學路6號,24.941357,121.377892,學校
市立頭湖國小,[244]新北市林口區民權路101號,25.082195,121.372728,學校
市立新市國小,[251]新北市淡水區中山北路二段200號,25.187062,121.445059,學校
市立松山國小,[105]臺北市松山區八德路四段746號,25.051076,121.578852,學校
市立西松國小,[105]臺北市松山區東光里三民路5號,25.052311,121.563262,學校
市立敦化國小,[105]臺北市松山區中正里敦化北路2號,25.049404,121.547818,學校
市立民生國小,[105]臺北市松山區敦化北路199巷18號,25.056434,121.551869,學校
市立民權國小,[105]臺北市松山區民權東路四段200號,25.062372,121.562232,學校
市立民族國小,[105]臺北市松山區民生東路4段97巷7號,25.059295,121.551389,學校
市立三民國小,[105]臺北市松山區莊敬里民權東路五段1號,25.063938,121.564345,學校
市立健康國小,[105]臺北市松山區延壽街168號,25.056622,121.562971,學校
市立興雅國小,[110]臺北市信義區雅祥里基隆路1段83巷9號,25.047003,121.570088,學校
市立三興國小,[110]臺北市信義區景聯里基隆路2段99號,25.029491,121.558333,學校
市立吳興國小,[110]臺北市信義區松仁路226號,25.02602,121.568533,學校
市立福德國小,[110]臺北市信義區中行里褔德街253號,25.038581,121.586862,學校
市立博愛國小,[110]臺北市信義區松仁路22鄰95巷20號,25.036192,121.570848,學校
市立雙永國小,[110]臺北市信義區松山路287巷5號,25.043876,121.579216,學校
國立臺北教大實小,[106]臺北市大安區龍淵里和平東路2段94號,25.02482,121.540629,學校
私立新民小學,[106]臺北市大安區龍坡里辛亥路1段113號,25.022349,121.531805,學校
市立龍安國小,[106]臺北市大安區龍門里新生南路3段33號,25.023803,121.534948,學校
市立大安國小,[106]臺北市大安區芳和里臥龍街129號,25.020243,121.550504,學校
市立幸安國小,[106]臺北市大安區民炤里仁愛路3段22號,25.037461,121.534963,學校
市立金華國小,[106]臺北市大安區永康里愛國東路79巷11號,25.032267,121.527869,學校
市立古亭國小,[106]臺北市大安區古風里羅斯福路3段201號,25.020819,121.528772,學校
市立銘傳國小,[106]臺北市大安區農場里羅斯褔路四段21號,25.013951,121.535729,學校
市立公館國小,[106]臺北市大安區基隆路4段41巷68弄2號,25.012314,121.542965,學校
市立新生國小,[106]臺北市大安區新生南路二段36號,25.029672,121.53332,學校
市立和平實驗國小,[106]臺北市大安區敦南街76巷28號,25.021344,121.546191,學校
市立長春國小,[104]臺北市中山區中央里長春路165號,25.055063,121.53392,學校
市立大直國小,[104]臺北市中山區大直里大直街2號,25.080576,121.546168,學校
市立大佳國小,[104]臺北市中山區大佳里6鄰濱江街107號,25.073303,121.535954,學校
市立五常國小,[104]臺北市中山區下埤里五常街16號,25.06406,121.54223,學校
市立吉林國小,[104]臺北市中山區中原里長春路116號,25.05452,121.529473,學校
市立懷生國小,[104]臺北市中山區埤頭里安東街16巷2號,25.04514,121.541737,學校
市立永安國小,[104]臺北市中山區明水路397巷19弄1號,25.078937,121.549702,學校
市立濱江國小,[104]臺北市中山區樂群二路266巷99號,25.077206,121.561364,學校
市立螢橋國小,[100]臺北市中正區螢雪里詔安街29號,25.025213,121.514262,學校
市立河堤國小,[100]臺北市中正區汀州路二段180號,25.023158,121.522532,學校
市立忠義實驗國小,[100]臺北市中正區中華路二段307巷17號,25.029863,121.506088,學校
市立國語實小,[100]臺北市中正區龍光里南海路58號,25.030734,121.510545,學校
市立南門國小,[100]臺北市中正區南門里廣州街6號,25.035041,121.508947,學校
市立東門國小,[100]臺北市中正區東門里仁愛路一段2-4號,25.038617,121.520741,學校
市立忠孝國小,[100]臺北市中正區梅花里忠孝東路2段101號,25.042978,121.532001,學校
臺北市立大學附小,[100]臺北市中正區建國里公園路29號,25.035653,121.515423,學校
市立蓬萊國小,[103]臺北市大同區星明里寧夏路35號,25.056494,121.515696,學校
市立日新國小,[103]臺北市大同區星明里太原路151號,25.05433,121.516695,學校
市立太平國小,[103]臺北市大同區南芳里延平北路2段239號,25.061378,121.511836,學校
市立永樂國小,[103]臺北市大同區南芳里延平北路2段266號,25.061663,121.511046,學校
市立雙蓮國小,[103]臺北市大同區民權里錦西街51號,25.060481,121.516724,學校
市立大龍國小,[103]臺北市大同區保安里哈密街47號,25.073598,121.517123,學校
市立延平國小,[103]臺北市大同區昌吉街97號,25.06613,121.512313,學校
市立大橋國小,[103]臺北市大同區隆和里重慶北路3段2號,25.064202,121.513079,學校
私立光仁小學,[108]臺北市萬華區壽德里萬大路423巷15號,25.021454,121.499702,學校
市立雙園國小,[108]臺北市萬華區雙園里莒光路315號,25.03079,121.497988,學校
市立東園國小,[108]臺北市萬華區全德里東園街195號,25.023207,121.498056,學校
市立大理國小,[108]臺北市萬華區綠堤里艋舺大道389號,25.031326,121.49283,學校
市立西園國小,[108]臺北市萬華區日善里東園街73巷65號,25.027287,121.49877,學校
市立萬大國小,[108]臺北市萬華區全德里萬大路346號,25.023256,121.499183,學校
市立華江國小,[108]臺北市萬華區環河南路2段250巷42弄2號,25.034064,121.491289,學校
市立西門國小,[108]臺北市萬華區西門里成都路98號,25.042998,121.503593,學校
市立老松國小,[108]臺北市萬華區福音里桂林路64號,25.037881,121.502661,學校
市立龍山國小,[108]臺北市萬華區青山里和平西路三段235號,25.035667,121.496337,學校
市立福星國小,[108]臺北市萬華區福星里中華路一段66號,25.04638,121.508571,學校
國立政大實小,[116]臺北市文山區指南路三段12號,24.984776,121.579844,學校
私立中山小學,[116]臺北市文山區木柵路一段292號,24.988286,121.556371,學校
私立再興小學,[116]臺北市文山區明義里興隆路4段2號,24.989577,121.55791,學校
市立景美國小,[116]臺北市文山區景行里景文街108號,24.9894,121.540617,學校
市立武功國小,[116]臺北市文山區萬祥里興隆路1段68號,25.003623,121.539556,學校
市立興德國小,[116]臺北市文山區興邦里興隆路2段235號,25.002034,121.55083,學校
市立溪口國小,[116]臺北市文山區景慶里景福街225號,24.994187,121.5388,學校
市立興隆國小,[116]臺北市文山區興望里福興路2號,25.002527,121.552003,學校
市立志清國小,[116]臺北市文山區景仁里景福街21巷5號,24.998611,121.538917,學校
市立景興國小,[116]臺北市文山區興安里景華街150巷21號,24.996194,121.548406,學校
市立木柵國小,[116]臺北市文山區木柵里木柵路3段191號,24.990446,121.569948,學校
市立永建國小,[116]臺北市文山區木柵路1段311巷1號,24.988582,121.555104,學校
市立博嘉實驗國小,[116]臺北市文山區木柵路4段159巷14-1號,25.002082,121.57581,學校
市立指南實小,[116]臺北市文山區指南路三段38巷5-2號,24.976178,121.584125,學校
市立明道國小,[116]臺北市文山區明興里木柵路2段138巷61號,24.987423,121.562825,學校
市立萬芳國小,[116]臺北市文山區萬芳里萬和街1號,25.00098,121.567466,學校
市立力行國小,[116]臺北市文山區樟腳里木新路3段155巷7號,24.980792,121.561279,學校
市立萬興國小,[116]臺北市文山區萬興里秀明路2段114號,24.990273,121.576529,學校
市立萬福國小,[116]臺北市文山區羅斯福路5段170巷32號,25.005332,121.536777,學校
市立辛亥國小,[116]臺北市文山區興昌里辛亥路4段103號,25.006273,121.559441,學校
市立南港國小,[115]臺北市南港區三重里惠民街67號,25.058327,121.610455,學校
市立舊莊國小,[115]臺北市南港區舊莊里舊莊街1段100號,25.040124,121.61945,學校
市立玉成國小,[115]臺北市南港區西新里向陽路31號,25.053647,121.594377,學校
市立成德國小,[115]臺北市南港區聯成里東新街65號,25.04711,121.586957,學校
市立胡適國小,[115]臺北市南港區中研里舊莊街1段1號,25.042406,121.617787,學校
市立東新國小,[115]臺北市南港區東新里興南街62號,25.055792,121.603359,學校
市立內湖國小,[114]臺北市內湖區港富里內湖路二段41號,25.079668,121.581005,學校
市立碧湖國小,[114]臺北市內湖區內湖里金龍路100號,25.08499,121.591299,學校
市立潭美國小,[114]臺北市內湖區行善路179號,25.058568,121.581712,學校
市立西湖國小,[114]臺北市內湖區西湖里環山路1段25號,25.083816,121.565899,學校
市立康寧國小,[114]臺北市內湖區清白里星雲街121號,25.080152,121.59485,學校
市立明湖國小,[114]臺北市內湖區東湖里康寧路3段105號,25.071335,121.610795,學校
市立麗山國小,[114]臺北市內湖區港都里港華街100號,25.083506,121.572414,學校
市立新湖國小,[114]臺北市內湖區湖興里民權東路6段138號,25.068413,121.588584,學校
市立文湖國小,[114]臺北市內湖區西康里文湖街15號,25.085946,121.559934,學校
市立大湖國小,[114]臺北市內湖區大湖里大湖山莊街170號,25.087491,121.600984,學校
市立南湖國小,[114]臺北市內湖區葫洲里康寧路3段200號,25.068127,121.611346,學校
市立麗湖國小,[114]臺北市內湖區金湖路363巷8號,25.073051,121.601359,學校
