id,公司名稱,分公司名稱,地址,分公司核准設立日期,登記現況,設立年份,縣市,行政區,里別,行政區平日夜間停留人數,行政區平日日間活動人數,行政區假日夜間停留人數,行政區假日日間活動人數,里人均收入中位數,里人口數,發票張數指標,發票銷售額指標,店_緯度,店_經度,500m熱鬧據點數,最近熱鬧據點類型,最近熱鬧據點距離,500m歷史展店,500m歷史競爭,租金,巷內,弄,最近鄰店距離,最近路口距離,鄰近道路等級,是否便利商店,日夜人流差,日夜人流活躍比,租金log,歷史品牌優勢,區域競爭飽和度,租金與競爭風險,路口與巷弄權重,黃金三角窗,巷弄店,社區轉角店,店均服務人口數,店均電信人流,人流單位租金成本,同品牌互蝕風險
6260,統一超商股份有限公司,台北市第四七二分公司,臺北市文山區仙岩路18號,2002-12-25,營運中,2002,臺北市,文山區,興安里,243331,203310,238449,228367,704,6520,46.5,58.5,24.99856212,121.5485211,5.0,學校,150.54456853168634,4.0,18.0,21783.0,0,0,81.61900747075461,16.176274880351908,2,1,-40021,0.8355251261650749,9.988931034353595,0.21052631578947367,0.002760312835454685,392094.0,1.4217645320975196,0,0,0,283.4782608695652,8839.565217391304,0.1071412761729567,56.69565217391304
6261,全家便利商店股份有限公司,仙岩分公司,臺北市文山區仙岩路2號,1996-04-17,營運中,1996,臺北市,文山區,興安里,243331,203310,238449,228367,704,6520,46.5,58.5,24.99824588,121.5478587,5.0,學校,109.48421339010754,8.0,14.0,21783.0,0,0,81.61900747075461,16.307244816228486,2,1,-40021,0.8355251261650749,9.988931034353595,0.5333333333333333,0.0021469099831314216,304962.0,1.4255625946731407,0,0,0,283.4782608695652,8839.565217391304,0.1071412761729567,31.4975845410628
6262,萊爾富國際股份有限公司,第五三九八分公司,臺北市文山區仙岩路32及36號,2025-07-21,營運中,2025,臺北市,文山區,興安里,243331,203310,238449,228367,704,6520,46.5,58.5,24.99915654,121.549121,6.0,學校,206.5171211292422,0.0,24.0,21783.0,0,0,93.90641292069789,11.9230797217374,2,1,-40021,0.8355251261650749,9.988931034353595,0.0,0.0036804171139395796,522792.0,1.279507419252356,0,0,1,260.8,8132.4,0.1071412761729567,260.8
6264,全家便利商店股份有限公司,師美分公司,臺北市文山區汀州路4段77號,2007-09-27,營運中,2007,臺北市,文山區,萬年里,243331,203310,238449,228367,664,4925,55.0,73.0,25.00805463,121.537481,2.0,學校,310.9437574201117,0.0,6.0,25900.0,0,0,119.85048557118769,24.56780621014813,2,1,-40021,0.8355251261650749,10.16203685698089,0.0,0.001218026796589525,155400.0,1.6206669950824069,0,0,0,703.5714285714286,29044.285714285714,0.12739104131109483,703.5714285714286
6266,全家便利商店股份有限公司,順輝分公司,臺北市文山區光輝路7號,2010-01-28,營運中,2010,臺北市,文山區,樟林里,243331,203310,238449,228367,613,7839,57.0,68.5,24.98642695,121.5550121,6.0,學校,239.80956618176103,2.0,11.0,26213.0,0,0,0.0,34.15298528971986,2,1,-40021,0.8355251261650749,10.17404889817949,0.16666666666666666,0.0014030612244897958,288343.0,1.77985477232829,0,0,0,559.9285714285714,14522.142857142857,0.12893055466747988,186.64285714285714
6268,來來超商股份有限公司,第九十五分公司,臺北市文山區秀明路1段221號,1991-04-01,廢止,1991,臺北市,文山區,木柵里,243331,203310,238449,228367,745,9483,94.0,94.5,24.99183372,121.5708097,2.0,學校,177.06763822423562,1.0,10.0,33950.0,0,0,304.29205174305724,38.31101781306042,4,1,-40021,0.8355251261650749,10.432673587634051,0.09090909090909091,0.001054407423028258,339500.0,1.8357524155307239,0,0,0,790.25,16942.5,0.1669855541510297,395.125
6269,統一超商股份有限公司,台北市第八二四分公司,臺北市文山區秀明路2段8號,2012-06-19,營運中,2012,臺北市,文山區,萬興里,243331,203310,238449,228367,684,8180,86.5,95.5,24.99158883,121.5742234,3.0,學校,274.59544140276586,4.0,7.0,32213.0,0,0,86.13669836883953,62.31801804701374,3,1,-40021,0.8355251261650749,10.380156419650625,0.5,0.0008556411196675223,225491.0,2.074084966969411,0,0,0,681.6666666666666,16942.5,0.15844199280904625,136.33333333333331
6270,全家便利商店股份有限公司,興昌分公司,臺北市文山區辛亥路4段101巷1號,2009-04-22,營運中,2009,臺北市,文山區,興昌里,243331,203310,238449,228367,731,6299,34.5,38.0,25.00664047,121.5589771,2.0,學校,62.08842377715794,0.0,3.0,24230.0,1,0,34.64885022328141,14.142731148807446,2,1,-40021,0.8355251261650749,10.095388084110406,0.0,0.0004761904761904762,72690.0,4.076280936990551,0,0,0,1574.75,50827.5,0.11917702436169218,1574.75
6273,來來超商股份有限公司,第３０５分公司,臺北市文山區辛亥路4段99號,1997-05-09,廢止,1997,臺北市,文山區,興昌里,243331,203310,238449,228367,731,6299,34.5,38.0,25.00677535,121.5586962,2.0,學校,93.5595780625081,0.0,3.0,24230.0,0,0,0.0,15.783494002078841,4,1,-40021,0.8355251261650749,10.095388084110406,0.0,0.0004761904761904762,72690.0,1.4101979517817897,0,0,0,1574.75,50827.5,0.11917702436169218,1574.75
6274,統一超商股份有限公司,台北市第一一九三分公司,臺北市文山區辛亥路4段99號,2025-12-26,營運中,2025,臺北市,文山區,興昌里,243331,203310,238449,228367,731,6299,34.5,38.0,25.00677535,121.5586962,2.0,學校,93.5595780625081,1.0,2.0,24230.0,0,0,0.0,15.783494002078841,4,1,-40021,0.8355251261650749,10.095388084110406,0.3333333333333333,0.00031746031746031746,48460.0,1.4101979517817897,0,0,0,1574.75,50827.5,0.11917702436169218,787.375
6277,全家便利商店股份有限公司,名門分公司,臺北市文山區和平東路4段95號,1995-07-04,營運中,1995,臺北市,文山區,博嘉里,243331,203310,238449,228367,631,5740,45.5,46.0,25.00519827,121.5678287,1.0,學校,470.4721836046847,0.0,2.0,24980.0,0,0,319.07052005439346,11.970021558911796,4,1,-40021,0.8355251261650749,10.125870814903928,0.0,0.00034837136387388956,49960.0,1.2813203302703395,1,0,0,1913.3333333333333,67770.0,0.12286595412938799,1913.3333333333333
6278,統一超商股份有限公司,台北市第一一八五分公司,臺北市文山區和興路1號,2024-12-19,營運中,2024,臺北市,文山區,試院里,243331,203310,238449,228367,659,6601,44.5,65.5,24.98651006,121.5461432,2.0,學校,311.3226249189671,3.0,7.0,84755.0,0,0,17.08248265654455,26.661659693713446,2,1,-40021,0.8355251261650749,11.347531819196922,0.375,0.0010602847621932747,593285.0,1.6600236639122652,0,0,0,600.0909090909091,18482.727272727272,0.4168736566147429,150.02272727272728
6280,萊爾富國際股份有限公司,忠順分公司,臺北市文山區忠順街1段26巷12弄2號,1996-02-08,廢止,1996,臺北市,文山區,樟文里,243331,203310,238449,228367,657,5820,79.0,82.0,24.98354459,121.5590655,3.0,學校,378.7555472788754,1.0,29.0,27054.0,1,1,28.280193779357862,31.676548520742273,2,1,-40021,0.8355251261650749,10.205627110076836,0.03333333333333333,0.004981961862222986,784566.0,8.716644124984589,0,0,0,187.74193548387098,6558.387096774193,0.13306707458032277,93.87096774193549
6282,統一超商股份有限公司,台北市第５１分公司,臺北市文山區忠順街1段26巷15號,1987-06-18,廢止,1987,臺北市,文山區,樟樹里,243331,203310,238449,228367,594,4405,39.0,40.0,24.98248282,121.5597464,2.0,學校,243.3312423942272,11.0,20.0,28570.0,1,0,57.79921759299174,52.170725832468804,2,1,-40021,0.8355251261650749,10.26014749636236,0.5238095238095238,0.004539264639128461,571400.0,5.960261967882833,0,0,0,137.65625,6353.4375,0.14052363128409187,11.471354166666666
6283,統一超商股份有限公司,台北市第一一七三分公司,臺北市文山區忠順街1段26巷22號,2022-04-12,營運中,2022,臺北市,文山區,樟文里,243331,203310,238449,228367,657,5820,79.0,82.0,24.98313058,121.5593802,3.0,學校,322.8736317304426,11.0,20.0,27054.0,1,0,57.825677992803584,45.67508080465381,2,1,-40021,0.8355251261650749,10.205627110076836,0.5238095238095238,0.003435835767050335,541080.0,5.764815630968156,0,0,0,181.875,6353.4375,0.13306707458032277,15.15625
6285,統一超商股份有限公司,台北市第一五一分公司,臺北市文山區忠順街2段10號,1989-06-05,營運中,1989,臺北市,文山區,順興里,243331,203310,238449,228367,572,6918,92.0,93.5,24.98451289,121.5623646,2.0,學校,326.8996443051652,10.0,19.0,23548.0,0,0,26.885252043724833,49.069661059180284,3,1,-40021,0.8355251261650749,10.06683863569798,0.5,0.0027460615695909813,447412.0,1.956707628489811,0,0,0,230.6,6777.0,0.1158225575596008,20.963636363636365
6289,全聯實業股份有限公司,文山保儀分公司,臺北市文山區保儀路12號,2013-09-18,營運中,2013,臺北市,文山區,木柵里,243331,203310,238449,228367,745,9483,94.0,94.5,24.98853602,121.5684982,5.0,學校,202.09216558074712,1.0,12.0,33950.0,0,0,33.409458975269786,28.159087397835428,3,0,-40021,0.8355251261650749,10.432673587634051,0.07692307692307693,0.0012652889076339097,407400.0,1.6863833051400943,0,0,0,677.3571428571429,14522.142857142857,0.1669855541510297,338.67857142857144
6290,統一超商股份有限公司,台北巿第２９９分公司,臺北市文山區保儀路166號,1994-12-13,營運中,1994,臺北市,文山區,順興里,243331,203310,238449,228367,572,6918,92.0,93.5,24.98291462,121.5652915,3.0,學校,345.8098867049601,7.0,15.0,23548.0,0,0,0.0,15.990162125430842,2,1,-40021,0.8355251261650749,10.06683863569798,0.4375,0.0021679433444139326,353220.0,1.4163172390207701,0,0,0,300.7826086956522,8839.565217391304,0.1158225575596008,37.59782608695652
6292,全家便利商店股份有限公司,台北市第六八三分公司,臺北市文山區保儀路78號,2020-02-19,營運中,2020,臺北市,文山區,木柵里,243331,203310,238449,228367,745,9483,94.0,94.5,24.98734978,121.5684793,5.0,學校,151.51382023534393,3.0,15.0,33950.0,0,0,78.96431226149924,38.84835713905923,3,1,-40021,0.8355251261650749,10.432673587634051,0.1875,0.0015816111345423871,509250.0,1.8425405891324647,0,0,0,499.10526315789474,10700.526315789473,0.1669855541510297,124.77631578947368
6294,全聯實業股份有限公司,文山木新分公司,臺北市文山區恆光街37號,2000-05-15,營運中,2000,臺北市,文山區,樟腳里,243331,203310,238449,228367,660,5196,77.0,85.5,24.98268553,121.5670508,2.0,學校,300.34638127467133,1.0,15.0,30510.0,0,0,54.66366150337837,24.92442101041985,2,0,-40021,0.8355251261650749,10.32584255331256,0.0625,0.0028862805464691167,457650.0,1.6275927103066747,0,0,0,305.6470588235294,11959.411764705883,0.15006566294986498,152.8235294117647
6297,來來超商股份有限公司,第六九四分公司,臺北市文山區指南路2段145號,2005-04-08,廢止,2005,臺北市,文山區,政大里,243331,203310,238449,228367,1044,7734,50.0,66.5,24.98747619,121.5771564,5.0,學校,116.67873151897966,0.0,14.0,25686.0,0,0,0.0,120.10159815000613,3,1,-40021,0.8355251261650749,10.153740306328956,0.0,0.0018099547511312218,359604.0,2.398314923708346,0,0,0,515.6,13554.0,0.12633846668404564,515.6
6298,全家便利商店股份有限公司,台北市第六一九分公司,臺北市文山區指南路2段145號,2018-05-07,營運中,2018,臺北市,文山區,政大里,243331,203310,238449,228367,1044,7734,50.0,66.5,24.98747619,121.5771564,5.0,學校,116.67873151897966,2.0,12.0,25686.0,0,0,0.0,120.10159815000613,3,1,-40021,0.8355251261650749,10.153740306328956,0.15384615384615385,0.0015513897866839042,308232.0,2.398314923708346,0,0,0,515.6,13554.0,0.12633846668404564,171.86666666666667
6299,統一超商股份有限公司,台北市第２９４分公司,臺北市文山區指南路2段145號,1994-09-06,廢止,1994,臺北市,文山區,政大里,243331,203310,238449,228367,1044,7734,50.0,66.5,24.98747619,121.5771564,5.0,學校,116.67873151897966,4.0,10.0,25686.0,0,0,0.0,120.10159815000613,3,1,-40021,0.8355251261650749,10.153740306328956,0.36363636363636365,0.001292824822236587,256860.0,2.398314923708346,0,0,0,515.6,13554.0,0.12633846668404564,103.12
6300,萊爾富國際股份有限公司,北市政大分公司,臺北市文山區指南路2段145號,1999-08-31,廢止,1999,臺北市,文山區,政大里,243331,203310,238449,228367,1044,7734,50.0,66.5,24.98747619,121.5771564,5.0,學校,116.67873151897966,1.0,13.0,25686.0,0,0,0.0,120.10159815000613,3,1,-40021,0.8355251261650749,10.153740306328956,0.07142857142857142,0.0016806722689075631,333918.0,2.398314923708346,0,0,0,515.6,13554.0,0.12633846668404564,257.8
6301,統一超商股份有限公司,台北市第四三四分公司,臺北市文山區指南路2段149號,1999-08-12,營運中,1999,臺北市,文山區,政大里,243331,203310,238449,228367,1044,7734,50.0,66.5,24.98744526,121.5773006,5.0,學校,126.61454472020527,4.0,10.0,25686.0,0,0,16.39901062655228,118.65287397776781,3,1,-40021,0.8355251261650749,10.153740306328956,0.36363636363636365,0.001292824822236587,256860.0,2.392297416969302,0,0,0,515.6,13554.0,0.12633846668404564,103.12
6302,萊爾富國際股份有限公司,北市指南分公司,臺北市文山區指南路2段32號,2001-05-03,營運中,2001,臺北市,文山區,萬興里,243331,203310,238449,228367,684,8180,86.5,95.5,24.98776647,121.5747101,3.0,學校,185.7515530911808,1.0,14.0,32213.0,0,0,42.77004741428969,107.59096690814104,3,1,-40021,0.8355251261650749,10.380156419650625,0.06666666666666667,0.0017112822393350446,450982.0,2.343794113199478,0,0,0,511.25,12706.875,0.15844199280904625,255.625
6304,統一超商股份有限公司,台北市第１４８分公司,臺北市文山區指南路2段99號,1989-05-30,營運中,1989,臺北市,文山區,萬興里,243331,203310,238449,228367,684,8180,86.5,95.5,24.98779292,121.5755373,4.0,學校,127.91227005047244,5.0,10.0,32213.0,0,0,52.20183989967496,20.80774778826187,3,1,-40021,0.8355251261650749,10.380156419650625,0.45454545454545453,0.001222344456667889,322130.0,1.5411326548927944,0,0,0,511.25,12706.875,0.15844199280904625,85.20833333333333
6305,全家便利商店股份有限公司,台北市第七二三分公司,臺北市文山區指南路3段51號,2021-04-21,營運中,2021,臺北市,文山區,指南里,243331,203310,238449,228367,633,4132,51.0,43.0,24.98382705,121.5797016,3.0,學校,106.4900514764438,1.0,5.0,20636.0,0,0,147.76021856257555,18.51531132361027,3,1,-40021,0.8355251261650749,9.934840860194123,0.16666666666666666,0.0012097749818533753,103180.0,1.4855996767735533,0,0,0,590.2857142857143,29044.285714285714,0.10149967291489394,295.14285714285717
6306,統一超商股份有限公司,台北巿第二八一分公司,臺北市文山區指南路3段8號,1994-05-19,營運中,1994,臺北市,文山區,指南里,243331,203310,238449,228367,633,4132,51.0,43.0,24.98513084,121.5799584,3.0,學校,41.10663551033048,2.0,6.0,20636.0,0,0,147.76021856257555,162.99865249948888,3,1,-40021,0.8355251261650749,9.934840860194123,0.2857142857142857,0.0014517299782240503,123816.0,2.5499291056619557,0,0,0,459.1111111111111,22590.0,0.10149967291489394,153.03703703703704
6307,統一生活事業股份有限公司,台北市第七十六分公司,臺北市文山區景中街3號,2003-08-26,營運中,2003,臺北市,文山區,景華里,243331,203310,238449,228367,679,5509,60.5,75.0,24.99304314,121.5415668,7.0,捷運站,90.9358774846946,0.0,28.0,29989.0,0,0,21.896721563379774,19.919537500745648,3,0,-40021,0.8355251261650749,10.308619271743055,0.0,0.005081669691470054,839692.0,1.5203417654786935,0,0,0,189.9655172413793,7010.689655172414,0.1475030864045723,189.9655172413793
6308,統一超商股份有限公司,台北巿第３５４分公司,臺北市文山區景中街45號,1997-09-12,營運中,1997,臺北市,文山區,景華里,243331,203310,238449,228367,679,5509,60.5,75.0,24.99275767,121.5440551,5.0,學校,122.93950535545244,11.0,20.0,29989.0,0,0,38.12311352891982,22.518851239172143,3,1,-40021,0.8355251261650749,10.308619271743055,0.5238095238095238,0.003629764065335753,599780.0,1.5789011399828452,0,0,0,172.15625,6353.4375,0.1475030864045723,14.346354166666666
6311,統一超商股份有限公司,台北市第九一五分公司,臺北市文山區景文街79號,2020-08-12,營運中,2020,臺北市,文山區,景行里,243331,203310,238449,228367,720,8001,89.0,92.5,24.99123768,121.5414184,7.0,醫院,162.2076721141595,10.0,16.0,22342.0,0,0,11.693802235250532,11.49496992565616,2,1,-40021,0.8355251261650749,10.014268351879487,0.5882352941176471,0.001999500124968758,357472.0,1.262663078686874,0,0,1,296.3333333333333,7530.0,0.10989075849314597,26.939393939393938
6312,全家便利商店股份有限公司,景文分公司,臺北市文山區景文街83號,1998-09-16,營運中,1998,臺北市,文山區,景行里,243331,203310,238449,228367,720,8001,89.0,92.5,24.99113747,121.5413865,7.0,醫院,151.1719992240612,7.0,18.0,22342.0,0,0,11.693802235250532,15.443791808784171,2,1,-40021,0.8355251261650749,10.014268351879487,0.3684210526315789,0.0022494376405898524,402156.0,1.3999740041683342,0,0,0,307.7307692307692,7819.615384615385,0.10989075849314597,38.46634615384615
6313,統一超商股份有限公司,台北巿第３７６分公司,臺北市文山區景文街96號,1998-05-26,營運中,1998,臺北市,文山區,景行里,243331,203310,238449,228367,720,8001,89.0,92.5,24.99031206,121.5409736,7.0,醫院,55.03077360928288,11.0,15.0,22342.0,0,0,69.15252606703476,41.113928614436254,2,1,-40021,0.8355251261650749,10.014268351879487,0.6875,0.0018745313671582105,335130.0,1.8701892659597439,0,0,0,296.3333333333333,7530.0,0.10989075849314597,24.694444444444443
6314,全家便利商店股份有限公司,台北市第五七七分公司,臺北市文山區景後街95號,2016-09-06,廢止,2016,臺北市,文山區,景行里,243331,203310,238449,228367,720,8001,89.0,92.5,24.99191462,121.5430365,6.0,學校,144.78490184073553,10.0,18.0,22342.0,0,0,19.48944105776959,25.691406129298354,2,1,-40021,0.8355251261650749,10.014268351879487,0.5263157894736842,0.0022494376405898524,402156.0,1.6421708228895497,0,0,0,275.8965517241379,7010.689655172414,0.10989075849314597,25.081504702194355
6316,統一超商股份有限公司,台北市第五一五分公司,臺北市文山區景華街130號,2003-03-11,營運中,2003,臺北市,文山區,景東里,243331,203310,238449,228367,643,7010,80.5,73.0,24.99578631,121.5471156,5.0,學校,137.7215330482063,4.0,13.0,23850.0,0,0,50.111971189557075,16.912977695928504,2,1,-40021,0.8355251261650749,10.079581424158677,0.2857142857142857,0.0018542290686064755,310050.0,1.4427627305494815,0,0,0,389.44444444444446,11295.0,0.11730796661272631,77.88888888888889
6317,全家便利商店股份有限公司,景福分公司,臺北市文山區景華街152號,2000-12-19,廢止,2000,臺北市,文山區,興安里,243331,203310,238449,228367,704,6520,46.5,58.5,24.99642344,121.5476355,5.0,學校,81.73463062190693,6.0,9.0,21783.0,0,0,91.43919568302881,12.068161769131294,2,1,-40021,0.8355251261650749,9.988931034353595,0.6,0.0013801564177273425,196047.0,1.2850894363448493,0,0,0,407.5,12706.875,0.1071412761729567,58.214285714285715
6318,全家便利商店股份有限公司,景華分公司,臺北市文山區景華街67號,1994-06-23,廢止,1994,臺北市,文山區,興福里,243331,203310,238449,228367,615,5430,40.5,48.0,24.99523464,121.5449688,6.0,學校,158.39059905455295,10.0,15.0,23832.0,0,0,46.050994646530846,29.68902552339973,2,1,-40021,0.8355251261650749,10.078826453902199,0.625,0.002761922297919352,357480.0,1.7119525579379875,0,0,0,208.84615384615384,7819.615384615385,0.11721943229830162,18.986013986013987
6319,全家便利商店股份有限公司,華德分公司,臺北市文山區景華街75號,2009-01-07,營運中,2009,臺北市,文山區,興福里,243331,203310,238449,228367,615,5430,40.5,48.0,24.99528935,121.5454567,6.0,學校,187.36736766506695,10.0,16.0,23832.0,0,0,54.59202026154522,17.27623215424394,2,1,-40021,0.8355251261650749,10.078826453902199,0.5882352941176471,0.002946050451113975,381312.0,1.4528007131519314,0,0,0,201.11111111111111,7530.0,0.11721943229830162,18.282828282828284
6321,三商家購股份有限公司,文山景福分公司,臺北市文山區景福街14號,2016-10-06,營運中,2016,臺北市,文山區,萬隆里,243331,203310,238449,228367,709,6796,72.5,66.0,24.99952629,121.539176,3.0,學校,105.06929399088092,1.0,16.0,27597.0,0,0,58.571529174998545,74.99195648648121,2,0,-40021,0.8355251261650749,10.2254985853115,0.058823529411764705,0.002353979696925114,441552.0,2.1653137494905716,0,0,0,377.55555555555554,11295.0,0.1357378597321345,188.77777777777777
6323,統一超商股份有限公司,台北市第八十五分公司,臺北市文山區景福街252號,2008-04-02,營運中,2008,臺北市,文山區,景慶里,243331,203310,238449,228367,626,6215,69.5,72.5,24.9933741,121.5401519,6.0,捷運站,82.25038853206581,10.0,17.0,27489.0,0,0,66.02979545967357,10.558356798509474,3,1,-40021,0.8355251261650749,10.221577581159291,0.5555555555555556,0.0027348777348777348,467313.0,1.2237043538414751,1,0,1,221.96428571428572,7261.071428571428,0.1352066538455863,20.17857142857143
6325,萊爾富國際股份有限公司,第四九五八分公司,臺北市文山區景興路10巷2號,2021-12-14,營運中,2021,臺北市,文山區,萬有里,243331,203310,238449,228367,715,5421,54.0,42.0,24.99815593,121.5440755,5.0,學校,196.4931973860944,0.0,20.0,25650.0,1,0,61.32006628121221,15.241952886363771,2,1,-40021,0.8355251261650749,10.152337836193743,0.0,0.0036886757654002213,513000.0,4.181396368690905,0,0,0,258.14285714285717,9681.42857142857,0.12616139805519622,258.14285714285717
6327,統一超商股份有限公司,台北市第五三四分公司,臺北市文山區景興路14號,2005-02-16,營運中,2005,臺北市,文山區,景華里,243331,203310,238449,228367,679,5509,60.5,75.0,24.99787291,121.5445488,5.0,學校,172.54946965595246,4.0,14.0,29989.0,0,0,61.32006628121221,22.328820886624772,3,1,-40021,0.8355251261650749,10.308619271743055,0.26666666666666666,0.002540834845735027,419846.0,1.5748447720528285,0,0,0,289.94736842105266,10700.526315789473,0.1475030864045723,57.98947368421053
6329,全聯實業股份有限公司,文山景興分公司,臺北市文山區景興路191號,2012-03-22,營運中,2012,臺北市,文山區,景東里,243331,203310,238449,228367,643,7010,80.5,73.0,24.99228614,121.5442204,6.0,學校,164.90227765252553,1.0,28.0,23850.0,0,0,25.59474679321638,28.11542286415314,3,0,-40021,0.8355251261650749,10.079581424158677,0.034482758620689655,0.003993724147767793,667800.0,1.6856340145556243,0,0,0,233.66666666666666,6777.0,0.11730796661272631,116.83333333333333
6331,統一超商股份有限公司,台北市第一一九二分公司,臺北市文山區景興路202巷11號,2025-12-23,營運中,2025,臺北市,文山區,景行里,243331,203310,238449,228367,720,8001,89.0,92.5,24.9918305,121.5432093,5.0,學校,156.14445738544302,10.0,19.0,22342.0,1,0,20.265013972001537,46.43976321763429,2,1,-40021,0.8355251261650749,10.014268351879487,0.5,0.0023744063984004,424498.0,5.789191145220652,0,0,0,266.7,6777.0,0.10989075849314597,24.245454545454546
6335,三商家購股份有限公司,文山景豐分公司,臺北市文山區景豐街2巷10號,2016-08-31,營運中,2016,臺北市,文山區,興豐里,243331,203310,238449,228367,712,4872,30.0,41.5,24.99958753,121.546396,5.0,學校,92.70778402718368,3.0,16.0,24007.0,1,0,40.43172641968434,12.33257645245222,2,0,-40021,0.8355251261650749,10.086142387120203,0.17647058823529413,0.0032833983172583622,384112.0,3.8853155966527337,0,0,0,243.6,10165.5,0.11808018257743064,60.9
6337,統一超商股份有限公司,台北市第五十三分公司,臺北市文山區新光路1段141號,1987-06-22,廢止,1987,臺北市,文山區,萬興里,243331,203310,238449,228367,684,8180,86.5,95.5,24.99224685,121.5735149,3.0,學校,374.76720050433056,3.0,4.0,32213.0,0,0,107.51822477517482,74.56702469840175,3,1,-40021,0.8355251261650749,10.380156419650625,0.6,0.0004889377826671556,128852.0,2.162510003396354,0,0,0,1022.5,25413.75,0.15844199280904625,255.625
6338,三商家購股份有限公司,文山新光分公司,臺北市文山區新光路1段69號,2015-03-24,營運中,2015,臺北市,文山區,萬興里,243331,203310,238449,228367,684,8180,86.5,95.5,24.99032514,121.5738061,4.0,學校,274.48812160224065,0.0,17.0,32213.0,0,0,70.319755621727,121.78133117712112,2,0,-40021,0.8355251261650749,10.380156419650625,0.0,0.0020779855763354113,547621.0,2.4052024889554695,0,0,0,454.44444444444446,11295.0,0.15844199280904625,454.44444444444446
6339,來來超商股份有限公司,第六０三分公司,臺北市文山區新光路1段97號,2000-07-13,廢止,2000,臺北市,文山區,萬興里,243331,203310,238449,228367,684,8180,86.5,95.5,24.9909568,121.5737755,3.0,學校,287.7381429264512,1.0,11.0,32213.0,0,0,0.0,86.68485409392954,2,1,-40021,0.8355251261650749,10.380156419650625,0.08333333333333333,0.0013445789023346778,354343.0,2.236874591570026,0,0,0,629.2307692307693,15639.23076923077,0.15844199280904625,314.61538461538464
6340,統一超商股份有限公司,台北市第一一七四分公司,臺北市文山區新光路1段97號,2022-09-13,營運中,2022,臺北市,文山區,萬興里,243331,203310,238449,228367,684,8180,86.5,95.5,24.9909568,121.5737755,3.0,學校,287.7381429264512,4.0,8.0,32213.0,0,0,0.0,86.68485409392954,2,1,-40021,0.8355251261650749,10.380156419650625,0.4444444444444444,0.0009778755653343113,257704.0,2.236874591570026,0,0,0,629.2307692307693,15639.23076923077,0.15844199280904625,125.84615384615385
6341,全家便利商店股份有限公司,萬安分公司,臺北市文山區萬安街17號,1997-03-03,廢止,1997,臺北市,文山區,萬芳里,243331,203310,238449,228367,627,7507,72.5,75.0,25.00127575,121.5706229,3.0,學校,319.83462992604075,1.0,6.0,22180.0,0,0,35.40191777265976,29.529344874190933,2,1,-40021,0.8355251261650749,10.006991345550789,0.14285714285714285,0.0007991475759190197,133080.0,1.709344174044239,0,0,0,938.375,25413.75,0.10909394966332368,469.1875
6343,全家便利商店股份有限公司,台北市第七一二分公司,臺北市文山區萬安街29號,2021-01-13,營運中,2021,臺北市,文山區,萬芳里,243331,203310,238449,228367,627,7507,72.5,75.0,25.00079013,121.5707421,3.0,學校,330.8269520471329,1.0,8.0,22180.0,0,0,20.15028394749094,42.78385362763396,2,1,-40021,0.8355251261650749,10.006991345550789,0.1111111111111111,0.0010655301012253596,177440.0,1.8896325553899902,0,0,0,750.7,20331.0,0.10909394966332368,375.35
6344,三商家購股份有限公司,文山萬安二分公司,臺北市文山區萬安街35號,2015-01-27,營運中,2015,臺北市,文山區,萬芳里,243331,203310,238449,228367,627,7507,72.5,75.0,25.00062576,121.5708184,4.0,學校,340.13054129649294,0.0,9.0,22180.0,0,0,20.15028394749094,64.13024299804884,2,0,-40021,0.8355251261650749,10.006991345550789,0.0,0.0011987213638785296,199620.0,2.0881945017604657,0,0,0,750.7,20331.0,0.10909394966332368,750.7
6347,全聯實業股份有限公司,文山萬美分公司,臺北市文山區萬美街1段55號,2023-07-27,營運中,2023,臺北市,文山區,萬芳里,243331,203310,238449,228367,627,7507,72.5,75.0,25.00234336,121.5681174,2.0,學校,165.20125476198405,0.0,6.0,22180.0,0,0,95.45884973658943,119.33447667030394,3,0,-40021,0.8355251261650749,10.006991345550789,0.0,0.0007991475759190197,133080.0,2.3951375855174506,0,0,0,1072.4285714285713,29044.285714285714,0.10909394966332368,1072.4285714285713
6348,台灣屈臣氏個人用品商店股份有限公司,萬興分公司,臺北市文山區萬壽路27號,1994-09-30,廢止,1994,臺北市,文山區,萬興里,243331,203310,238449,228367,684,8180,86.5,95.5,24.98862183,121.5765095,4.0,學校,183.6122453377116,1.0,14.0,32213.0,0,0,118.86785922429105,55.748941663144215,3,0,-40021,0.8355251261650749,10.380156419650625,0.06666666666666667,0.0017112822393350446,450982.0,2.019318503540012,0,0,0,511.25,12706.875,0.15844199280904625,255.625
6351,全家便利商店股份有限公司,福興分公司,臺北市文山區福興路58號,1996-08-12,廢止,1996,臺北市,文山區,興旺里,243331,203310,238449,228367,617,7755,73.0,75.5,25.0034964,121.5503872,3.0,學校,166.6111177106412,7.0,11.0,21333.0,0,0,33.40240755491567,13.804687962175754,2,1,-40021,0.8355251261650749,9.968057323185429,0.5833333333333334,0.0014182568334192883,234663.0,1.3474719424075565,0,0,0,408.1578947368421,10700.526315789473,0.10492791831233922,51.01973684210526
